pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-411,b,Kepler-411 b,Transit,0,4,3.005156,0.000002,-0.000002,0,0.0375,0.0008,-0.0008,0,0.146,0.005,-0.004,0,87.4,0.1,-0.1,0,0.08055,0.00818,-0.00818,0,Mass,0.214,0.005,-0.005,0,10.3,1.3,-1.3,0,1,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,0.48,-0.48,0,154.36,0.45,-0.45,0,12.231,,0,Kepler-band,12.233,,0,,,,0,0.87,0.04,-0.04,0,0.82,0.02,-0.02,0,7/11/19,Kepler
Kepler-411,c,Kepler-411 c,Transit,0,4,7.834435,0.000002,-0.000002,0,0.0739,0.001,-0.001,0,0.108,0.003,-0.004,0,0.62,0.007,-0.009,0,0.08306,0.01856,-0.01856,0,Mass,0.394,0.006,-0.006,0,1.7,0.4,-0.4,0,1,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,0.48,-0.48,0,154.36,0.45,-0.45,0,12.231,,0,Kepler-band,12.233,,0,,,,0,0.87,0.04,-0.04,0,0.82,0.02,-0.02,0,7/11/19,Kepler
Kepler-411,d,Kepler-411 d,Transit,0,4,58.02035,0.00056,-0.00056,0,0.279,0.004,-0.004,0,0.128,0.003,-0.003,0,0.719,0.014,-0.012,0,0.04782,0.01605,-0.01605,0,Mass,0.296,0.009,-0.009,0,2.3,0.8,-0.8,0,1,1,0,0,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,0.48,-0.48,0,154.36,0.45,-0.45,0,12.231,,0,Kepler-band,12.233,,0,,,,0,0.87,0.04,-0.04,0,0.82,0.02,-0.02,0,7/11/19,Kepler
Kepler-411,e,Kepler-411 e,Transit Timing Variations,0,4,31.509728,0.000085,-0.000085,0,0.186,0.003,-0.003,0,0.016,0.002,-0.001,0,88.04,0.02,-0.02,0,0.03398,0.00346,-0.00346,0,Mass,,,,0,,,,0,0,1,0,0,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,0.48,-0.48,0,154.36,0.45,-0.45,0,12.231,,0,Kepler-band,12.233,,0,,,,0,0.87,0.04,-0.04,0,0.82,0.02,-0.02,0,7/11/19,Kepler
Kepler-414,b,Kepler-414 b,Transit Timing Variations,0,2,4.7,,,0,,,,,,,,,,,,,0.011,0.011,-0.009,0,Mass,0.153,0.028,-0.012,0,,,,,1,1,0,1,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,418.44,3.05,-3.05,0,418.44,3.05,-3.05,0,13.338,,0,Kepler-band,13.321,,0,,,,,0.89,,,0,0.95,,,0,5/28/14,Kepler
Kepler-414,c,Kepler-414 c,Transit Timing Variations,0,2,7.171,,,0,,,,,,,,,,,,,0.094,0.039,-0.033,0,Mass,0.269,0.048,-0.022,0,,,,,1,1,0,1,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,418.44,3.05,-3.05,0,418.44,3.05,-3.05,0,13.338,,0,Kepler-band,13.321,,0,,,,,0.89,,,0,0.95,,,0,5/28/14,Kepler
Kepler-415,b,Kepler-415 b,Transit Timing Variations,0,2,4.176,,,0,,,,,,,,,,,,,0.377,0.321,-0.275,0,Mass,0.108,0.012,-0.009,0,,,,,1,1,0,1,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,538.39,11.09,-11.09,0,538.39,11.09,-11.09,0,15.842,,0,Kepler-band,15.841,,0,,,,,0.67,,,0,0.64,,,0,5/28/14,Kepler
Kepler-415,c,Kepler-415 c,Transit Timing Variations,0,2,8.708,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,538.39,11.09,-11.09,0,538.39,11.09,-11.09,0,15.842,,0,Kepler-band,15.841,,0,,,,,0.67,,,0,0.64,,,0,5/28/14,Kepler
Kepler-416,b,Kepler-416 b,Transit Timing Variations,0,2,6.319,,,0,,,,,,,,,,,,,0.183,0.168,-0.124,0,Mass,0.221,0.088,-0.029,0,,,,,1,1,0,1,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,704.76,9.31,-9.31,0,704.76,9.31,-9.31,0,14.028,,0,Kepler-band,14.02,,0,,,,,1,,,0,1.07,,,0,5/28/14,Kepler
Kepler-416,c,Kepler-416 c,Transit Timing Variations,0,2,12.209,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,704.76,9.31,-9.31,0,704.76,9.31,-9.31,0,14.028,,0,Kepler-band,14.02,,0,,,,,1,,,0,1.07,,,0,5/28/14,Kepler
Kepler-417,b,Kepler-417 b,Transit Timing Variations,0,2,12.331,,,0,,,,,,,,,,,,,0.035,0.029,-0.025,0,Mass,0.206,0.077,-0.015,0,,,,,1,1,0,1,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,999.47,47.21,-47.21,0,999.47,47.21,-47.21,0,15.886,,0,Kepler-band,15.866,,0,,,,,0.9,,,0,0.81,,,0,5/28/14,Kepler
Kepler-417,c,Kepler-417 c,Transit Timing Variations,0,2,15.943,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,999.47,47.21,-47.21,0,999.47,47.21,-47.21,0,15.886,,0,Kepler-band,15.866,,0,,,,,0.9,,,0,0.81,,,0,5/28/14,Kepler
Kepler-419,b,Kepler-419 b,Transit,0,2,69.7546,0.0007,-0.0009,0,0.37,0.007,-0.006,0,0.833,0.013,-0.013,0,88.95,0.14,-0.17,0,2.5,0.3,-0.3,0,Mass,0.96,0.12,-0.12,0,,,,,1,1,0,1,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,1041.31,26.1,-26.1,0,1041.31,26.1,-26.1,0,13.005,,0,Kepler-band,12.964,,0,6430,79,-79,0,1.39,0.08,-0.07,0,1.74,0.07,-0.07,0,6/25/14,Kepler
Kepler-419,c,Kepler-419 c,Transit Timing Variations,0,2,675.47,0.11,-0.11,0,1.68,0.03,-0.03,0,0.184,0.002,-0.002,0,88,3,-2,0,7.3,0.4,-0.4,0,Mass,,,,,,,,,0,1,0,0,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,1041.31,26.1,-26.1,0,1041.31,26.1,-26.1,0,13.005,,0,Kepler-band,12.964,,0,6430,79,-79,0,1.39,0.08,-0.07,0,1.74,0.07,-0.07,0,6/25/14,Kepler
Kepler-42,b,Kepler-42 b,Transit,0,3,1.2137672,0.0000046,-0.0000046,0,0.0116,,,0,,,,,,,,,,,,,,0.07,0.02,-0.02,0,,,,,0,1,0,2,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,40.11,0.06,-0.06,0,16.124,0.055,0,V (Johnson),14.993,,0,3068,174,-174,0,0.13,0.05,-0.05,0,0.17,0.04,-0.04,0,5/14/14,Kepler
Kepler-42,c,Kepler-42 c,Transit,0,3,0.45328509,0.00000097,-0.00000097,0,0.006,,,0,,,,,,,,,,,,,,0.065,0.018,-0.018,0,,,,,0,1,0,1,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,40.11,0.06,-0.06,0,16.124,0.055,0,V (Johnson),14.993,,0,3068,174,-174,0,0.13,0.05,-0.05,0,0.17,0.04,-0.04,0,5/14/14,Kepler
Kepler-42,d,Kepler-42 d,Transit,0,3,1.865169,0.000014,-0.000014,0,0.0154,,,0,,,,,,,,,,,,,,0.051,0.016,-0.016,0,,,,,0,1,0,2,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,40.11,0.06,-0.06,0,16.124,0.055,0,V (Johnson),14.993,,0,3068,174,-174,0,0.13,0.05,-0.05,0,0.17,0.04,-0.04,0,5/14/14,Kepler
Kepler-424,b,Kepler-424 b,Transit,0,2,3.3118644,0.00000039,-0.00000039,0,0.044,0.005,-0.004,0,,,,,,,,,1.03,0.13,-0.13,0,Mass,0.89,0.08,-0.06,0,1.94,0.25,-0.25,0,0,1,0,1,19h54m29.97s,298.62489,+48d34m38.8s,48.577454,712.87,10.31,-10.31,0,712.87,10.31,-10.31,0,14.256,,0,Kepler-band,14.229,,0,5460,81,-81,0,1.01,0.05,-0.05,0,0.94,0.06,-0.06,0,10/3/14,Kepler
Kepler-424,c,Kepler-424 c,Radial Velocity,0,2,223.3,2.1,-2.1,0,0.73,0.08,-0.07,0,,,,,,,,,6.97,0.62,-0.62,0,Msini,,,,,,,,,0,1,0,0,19h54m29.97s,298.62489,+48d34m38.8s,48.577454,712.87,10.31,-10.31,0,712.87,10.31,-10.31,0,14.256,,0,Kepler-band,14.229,,0,5460,81,-81,0,1.01,0.05,-0.05,0,0.94,0.06,-0.06,0,10/3/14,McDonald Observatory
Kepler-430,b,Kepler-430 b,Transit,0,2,35.968,,,0,0.2244,,,0,,,,,,,,,,,,,,0.29,,,0,,,,,0,1,0,1,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,942.26,16.98,-16.98,0,942.26,16.98,-16.98,0,13.848,,0,Kepler-band,13.814,,0,5884,75,-75,0,1.17,0.13,-0.1,0,1.49,0.27,-0.23,0,11/19/14,Kepler
Kepler-430,c,Kepler-430 c,Transit,0,2,110.979,,,0,0.4757,,,0,,,,,,,,,,,,,,0.16,,,0,,,,,0,1,0,1,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,942.26,16.98,-16.98,0,942.26,16.98,-16.98,0,13.848,,0,Kepler-band,13.814,,0,5884,75,-75,0,1.17,0.13,-0.1,0,1.49,0.27,-0.23,0,11/19/14,Kepler
Kepler-431,b,Kepler-431 b,Transit,0,3,6.803,,,0,0.0719,,,0,,,,,,,,,,,,,,0.068,,,0,,,,,0,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,493.44,4.82,-4.82,0,493.44,4.82,-4.82,0,11.973,,0,Kepler-band,11.929,,0,6004,75,-75,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,11/19/14,Kepler
Kepler-431,c,Kepler-431 c,Transit,0,3,8.703,,,0,0.0847,,,0,,,,,,,,,,,,,,0.06,,,0,,,,,0,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,493.44,4.82,-4.82,0,493.44,4.82,-4.82,0,11.973,,0,Kepler-band,11.929,,0,6004,75,-75,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,11/19/14,Kepler
Kepler-431,d,Kepler-431 d,Transit,0,3,11.922,,,0,0.1045,,,0,,,,,,,,,,,,,,0.1,,,0,,,,,0,1,0,1,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,493.44,4.82,-4.82,0,493.44,4.82,-4.82,0,11.973,,0,Kepler-band,11.929,,0,6004,75,-75,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,11/19/14,Kepler
Kepler-432,b,Kepler-432 b,Transit,0,2,52.501129,0.000067,-0.000053,0,0.301,0.016,-0.011,0,0.5134,0.0098,-0.0089,0,88.17,0.61,-0.33,0,5.41,0.32,-0.18,0,Mass,1.145,0.036,-0.039,0,4.46,0.37,-0.29,0,0,1,0,1,19h33m07.73s,293.282206,+48d17m09.2s,48.2859,870,20,-20,0,868.85,21,-21,0,12.465,0.06,0,V (Johnson),12.182,,0,4995,78,-78,0,1.32,0.1,-0.07,0,4.06,0.12,-0.08,0,4/30/15,Kepler
Kepler-432,c,Kepler-432 c,Radial Velocity,0,2,406.2,3.9,-2.5,0,,,,,0.498,0.029,-0.059,0,,,,,2.43,0.22,-0.24,0,Msini,,,,,,,,,0,1,0,0,19h33m07.73s,293.282206,+48d17m09.2s,48.2859,870,20,-20,0,868.85,21,-21,0,12.465,0.06,0,V (Johnson),12.182,,0,4995,78,-78,0,1.32,0.1,-0.07,0,4.06,0.12,-0.08,0,4/30/15,Fred Lawrence Whipple Observatory
Kepler-436,b,Kepler-436 b,Transit,0,2,64.00205,0.00072,-0.00072,0,0.339,0.134,-0.053,0,0.19,0.13,-0.11,-1,89.93,0.07,-0.18,0,,,,,,0.24,0.02,-0.02,0,,,,,0,1,0,1,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618,34,-30,0,598.43,15.66,-15.66,0,15.856,,0,Kepler-band,15.862,,0,4651,100,-100,0,0.73,0.03,-0.03,0,0.7,0.03,-0.02,0,1/6/15,Kepler
Kepler-436,c,Kepler-436 c,Transit,0,2,16.79713874,0.00008561,-0.00008561,0,,,,,,,,,,,,,,,,,,0.208,0.017,-0.012,0,,,,,0,1,0,1,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618,34,-30,0,598.43,15.66,-15.66,0,15.856,,0,Kepler-band,15.862,,0,4651,100,-100,0,0.73,0.03,-0.03,0,0.7,0.03,-0.02,0,5/10/16,Kepler
Kepler-444,b,Kepler-444 b,Transit,0,5,3.6001053,0.0000083,-0.000008,0,0.04178,0.00079,-0.00079,0,0.16,0.21,-0.1,0,88,1.2,-0.6,0,,,,,,0.036,0.001,-0.001,0,,,,,0,1,0,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.88,0.02,0,V (Johnson),8.643,,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1/29/15,Kepler
Kepler-444,c,Kepler-444 c,Transit,0,5,4.5458841,0.000007,-0.0000071,0,0.04881,0.00093,-0.00093,0,0.31,0.12,-0.15,0,88.2,1.2,-1,0,,,,,,0.044,0.002,-0.002,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.88,0.02,0,V (Johnson),8.643,,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1/29/15,Kepler
Kepler-444,d,Kepler-444 d,Transit,0,5,6.189392,0.000012,-0.000012,0,0.06,0.0011,-0.0011,0,0.18,0.16,-0.12,0,88.16,0.81,-0.55,0,,,,,,0.047,0.002,-0.002,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.88,0.02,0,V (Johnson),8.643,,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1/29/15,Kepler
Kepler-444,e,Kepler-444 e,Transit,0,5,7.743493,0.000017,-0.000016,0,0.0696,0.0013,-0.0013,0,0.1,0.2,-0.07,0,89.13,0.54,-0.52,0,,,,,,0.049,0.002,-0.001,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.88,0.02,0,V (Johnson),8.643,,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1/29/15,Kepler
Kepler-444,f,Kepler-444 f,Transit,0,5,9.740486,0.000013,-0.000013,0,0.0811,0.0015,-0.0015,0,0.29,0.2,-0.19,0,87.96,0.36,-0.31,0,,,,,,0.066,0.004,-0.004,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.88,0.02,0,V (Johnson),8.643,,0,5046,74,-74,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,1/29/15,Kepler
Kepler-445,b,Kepler-445 b,Transit,0,3,2.984151,0.000011,-0.000011,0,,,,,0,,,0,89.74,0.18,-0.28,0,,,,,,0.14,0.02,-0.02,0,,,,,0,1,0,2,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90,,,0,127.66,0.99,-0.99,0,17.475,,0,Kepler-band,16.716,,0,3157,60,-60,0,0.18,0.04,-0.04,0,0.21,0.03,-0.03,0,1/14/15,Kepler
Kepler-445,c,Kepler-445 c,Transit,0,3,4.871229,0.000011,-0.000011,0,,,,,0,,,0,89.91,0.07,-0.1,0,,,,,,0.22,0.03,-0.03,0,,,,,0,1,0,2,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90,,,0,127.66,0.99,-0.99,0,17.475,,0,Kepler-band,16.716,,0,3157,60,-60,0,0.18,0.04,-0.04,0,0.21,0.03,-0.03,0,1/14/15,Kepler
Kepler-445,d,Kepler-445 d,Transit,0,3,8.15275,0.0004,-0.0004,0,,,,,0,,,0,89.61,0.27,-0.25,0,,,,,,0.11,0.02,-0.02,0,,,,,0,1,0,2,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90,,,0,127.66,0.99,-0.99,0,17.475,,0,Kepler-band,16.716,,0,3157,60,-60,0,0.18,0.04,-0.04,0,0.21,0.03,-0.03,0,1/14/15,Kepler
Kepler-446,b,Kepler-446 b,Transit,0,3,1.565409,0.0000033,-0.0000033,0,,,,,0,,,0,87.42,0.62,-0.37,0,,,,,,0.13,0.02,-0.02,0,,,,,0,1,0,1,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120,,,0,96.6,0.51,-0.51,0,16.257,,0,Kepler-band,16.31,,0,3359,60,-60,0,0.22,0.05,-0.05,0,0.24,0.04,-0.04,0,1/14/15,Kepler
Kepler-446,c,Kepler-446 c,Transit,0,3,3.036179,0.0000055,-0.0000055,0,,,,,0,,,0,88.97,0.57,-0.46,0,,,,,,0.1,0.02,-0.02,0,,,,,0,1,0,1,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120,,,0,96.6,0.51,-0.51,0,16.257,,0,Kepler-band,16.31,,0,3359,60,-60,0,0.22,0.05,-0.05,0,0.24,0.04,-0.04,0,1/14/15,Kepler
Kepler-446,d,Kepler-446 d,Transit,0,3,5.148921,0.000022,-0.000022,0,,,,,0,,,0,88.72,0.17,-0.19,0,,,,,,0.12,0.02,-0.02,0,,,,,0,1,0,1,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120,,,0,96.6,0.51,-0.51,0,16.257,,0,Kepler-band,16.31,,0,3359,60,-60,0,0.22,0.05,-0.05,0,0.24,0.04,-0.04,0,1/14/15,Kepler
Kepler-449,b,Kepler-449 b,Transit,0,2,12.58242,0.00027,-0.00027,0,,,,,0.03,0.28,-0.03,0,,,,,,,,,,0.183,0.006,-0.006,0,,,,,0,1,0,1,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,279,7.98,-7.68,0,,,,,11.411,,0,Kepler-band,11.226,,0,,,,,0.97,0.05,-0.05,0,1.47,0.03,-0.03,0,5/21/15,Kepler
Kepler-449,c,Kepler-449 c,Transit,0,2,33.6727,0.001,-0.001,0,,,,,0.05,0.24,-0.05,0,,,,,,,,,,0.247,0.008,-0.008,0,,,,,0,1,0,1,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,279,7.98,-7.68,0,,,,,11.411,,0,Kepler-band,11.226,,0,,,,,0.97,0.05,-0.05,0,1.47,0.03,-0.03,0,5/21/15,Kepler
Kepler-450,b,Kepler-450 b,Transit,0,3,28.454851,0.000025,-0.000025,0,,,,,0.02,0.14,-0.02,0,,,,,,,,,,0.548,0.029,-0.029,0,,,,,0,1,0,1,19h41m56.76s,295.486509,+51d00m48.6s,51.0135,462,5.23,-5.23,0,462,5.23,-5.23,0,11.684,,0,Kepler-band,11.653,,0,,,,,1.35,0.08,-0.08,0,1.57,0.09,-0.09,0,5/21/15,Kepler
Kepler-450,c,Kepler-450 c,Transit,0,3,15.413135,0.000085,-0.000085,0,,,,,0.02,0.17,-0.02,0,,,,,,,,,,0.234,0.012,-0.012,0,,,,,0,1,0,1,19h41m56.76s,295.486509,+51d00m48.6s,51.0135,462,5.23,-5.23,0,462,5.23,-5.23,0,11.684,,0,Kepler-band,11.653,,0,,,,,1.35,0.08,-0.08,0,1.57,0.09,-0.09,0,5/21/15,Kepler
Kepler-450,d,Kepler-450 d,Transit,0,3,7.51464,0.00023,-0.00023,0,,,,,0.14,0.24,-0.14,0,,,,,,,,,,0.075,0.006,-0.006,0,,,,,0,1,0,0,19h41m56.76s,295.486509,+51d00m48.6s,51.0135,462,5.23,-5.23,0,462,5.23,-5.23,0,11.684,,0,Kepler-band,11.653,,0,,,,,1.35,0.08,-0.08,0,1.57,0.09,-0.09,0,5/21/15,Kepler
Kepler-454,b,Kepler-454 b,Transit,0,2,10.57,0.00000007,-0.00000007,0,,,,0,0,,,0,87.09,0.2,-0.2,0,0.02,0,0,0,Mass,0.21,0.02,-0.02,0,,,,0,0,1,0,1,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,232.41,1.32,-1.32,0,232.41,1.32,-1.32,0,11.57,,0,V (Johnson),11.44,,0,5701,34,-34,0,0.85,0.22,-0.22,0,1.05,0.07,-0.07,0,12/6/18,Kepler
Kepler-454,c,Kepler-454 c,Radial Velocity,0,2,523.9,0.7,-0.7,0,,,,,0.0214,0.0077,-0.0077,0,,,,,4.46,0.12,-0.12,0,Msini,,,,,,,,,0,1,0,0,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,232.41,1.32,-1.32,0,232.41,1.32,-1.32,0,11.57,,0,V (Johnson),11.44,,0,5701,34,-34,0,0.85,0.22,-0.22,0,1.05,0.07,-0.07,0,12/3/15,Multiple Facilities
KIC 9663113,c,Kepler-458 c,Transit,0,2,20.74028413,0.0000335,-0.0000335,0,,,,,,,,,,,,,,,,,,0.375,0.056,-0.036,0,,,,,0,1,0,1,19h48m10.90s,297.045421,+46d19m43.3s,46.328701,1670.88,48.28,-48.28,0,1670.88,48.28,-48.28,0,13.955,,0,Kepler-band,13.907,,0,6065,155,-180,0,0.98,0.13,-0.13,0,1.03,0.12,-0.12,0,5/10/16,Kepler
Kepler-46,b,Kepler-46 b,Transit,0,3,33.60134,0.00021,-0.0002,0,0.1968,0.0029,-0.0028,0,0.01,0.01,-0.01,0,89.038,0.075,-0.067,0,6,,,1,Mass,0.808,0.042,-0.043,0,14,,,1,1,1,0,1,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,794.54,17.48,-17.48,0,794.54,17.48,-17.48,0,15.262,,0,Kepler-band,15.255,,0,5309,200,-200,0,,,,,0.79,0.44,-0.44,0,5/14/14,Kepler
Kepler-46,c,Kepler-46 c,Transit Timing Variations,0,3,57.011,0.051,-0.061,0,0.2799,0.0041,-0.004,0,0.0146,0.0034,-0.0036,0,87.4,1.6,-1,0,0.376,0.021,-0.019,0,Mass,,,,,,,,,1,1,0,0,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,794.54,17.48,-17.48,0,794.54,17.48,-17.48,0,15.262,,0,Kepler-band,15.255,,0,5309,200,-200,0,,,,,0.79,0.44,-0.44,0,5/14/14,Kepler
Kepler-46,d,Kepler-46 d,Transit,0,3,6.766589,0.000022,-0.000022,0,0.067,,,0,,,,,,,,,,,,,,0.146,0.082,-0.082,0,,,,,1,1,0,2,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,794.54,17.48,-17.48,0,794.54,17.48,-17.48,0,15.262,,0,Kepler-band,15.255,,0,5309,200,-200,0,,,,,0.79,0.44,-0.44,0,5/14/14,Kepler
KIC 5437945,c,Kepler-460 c,Transit,0,2,220.1303357,0.0006389,-0.0006389,0,,,,,,,,,,,,,,,,,,0.492,0.185,-0.065,0,,,,,0,1,0,1,19h13m53.97s,288.474857,+40d39m04.9s,40.651357,1322.48,29.86,-29.86,0,1322.48,29.86,-29.86,0,13.771,,0,Kepler-band,13.751,,0,6340,176,-199,0,1.07,0.17,-0.17,0,1.24,0.29,-0.29,0,5/10/16,Kepler
Kepler-466,b,Kepler-466 b,Transit,0,2,51.07926307,0.00006345,-0.00006345,0,,,,,,,,,,,,,,,,,,0.254,0.02,-0.015,0,,,,,0,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436,34.11,-27.08,0,383.6,29.82,-29.82,0,12.772,,0,Kepler-band,12.763,,0,5927,77.35,-68.52,0,1.04,0.04,-0.04,0,1.05,0.08,-0.06,0,5/10/16,Kepler
Kepler-466,c,Kepler-466 c,Transit,0,2,3.70921385,0.00000632,-0.00000632,0,,,,,,,,,,,,,,,,,,0.112,0.009,-0.006,0,,,,,0,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436,34.11,-27.08,0,383.6,29.82,-29.82,0,12.772,,0,Kepler-band,12.763,,0,5927,77.35,-68.52,0,1.04,0.04,-0.04,0,1.05,0.08,-0.06,0,5/10/16,Kepler
Kepler-47,b,Kepler-47 b,Transit,0,3,49.4643,0.0081,-0.0074,0,0.2877,0.0014,-0.0011,0,0.021,0.0025,-0.0022,0,89.752,0.063,-0.045,0,0.00651,0.07457,-0.00651,0,Mass,0.272,0.004,-0.004,0,0.4,4.87,-0.4,0,1,1,0,1,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,32.21,-32.21,0,1055.33,32.21,-32.21,0,15.178,,0,Kepler-band,15.163,,0,,,,0,0.96,0.01,-0.01,0,0.94,0.01,-0.01,0,4/25/19,Kepler
Kepler-47,c,Kepler-47 c,Transit,0,3,303.227,0.062,-0.027,0,0.9638,0.0041,-0.0044,0,0.044,0.029,-0.019,0,90.192,0.005,-0.004,0,0.00997,0.00686,-0.00393,0,Mass,0.415,0.008,-0.006,0,0.17,0.09,-0.07,0,1,1,0,1,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,32.21,-32.21,0,1055.33,32.21,-32.21,0,15.178,,0,Kepler-band,15.163,,0,,,,0,0.96,0.01,-0.01,0,0.94,0.01,-0.01,0,4/25/19,Kepler
Kepler-47,d,Kepler-47 d,Transit,0,3,187.366,0.069,-0.051,0,0.6992,0.0031,-0.0033,0,0.024,0.025,-0.017,0,90.395,0.009,-0.012,0,0.05984,0.07501,-0.03672,0,Mass,0.628,0.059,-0.044,0,0.3,0.38,-0.18,0,1,1,0,0,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,32.21,-32.21,0,1055.33,32.21,-32.21,0,15.178,,0,Kepler-band,15.163,,0,,,,0,0.96,0.01,-0.01,0,0.94,0.01,-0.01,0,4/25/19,Kepler
Kepler-48,b,Kepler-48 b,Transit,0,4,4.778,,,0,,,,,,,,,,,,,0.0124,0.00661,-0.00661,0,Mass,0.168,0.009,-0.009,0,3.23,1.84,-1.84,0,1,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.94902,309.47,1.83,-1.83,0,309.47,1.83,-1.83,0,13.04,,0,Kepler-band,13.077,,0,5194,73,-73,0,0.88,0.06,-0.06,0,0.89,0.05,-0.05,0,10/27/16,Kepler
