grp,id,screenName,content,valence,dominance,harm,fairness
0,379,claysmith48,"@_icla_ Gun controll in America woud only take guns away from Americans, what stops people from hiding there guns? what stops isis?",0.229166667,0.3125,2,0.539699109
0,380,Angieg26Smith,"@MrsHJGF no I don't know about you but your angry, vulgar response speaks volumes. I used to be FOR gun control until I got educated.",0.229166667,0.395833333,0,0.109592821
1,381,haylstormsx,ATTEMPTING TO DISPROVE WHAT HILLARY SAID IS NOT AN ANSWER TO HOW YOU'LL PROTECT THE SECOND AMENDMENT DONALD #debatenight #ImWithHer,0.229166667,0.458333333,0,0.748546892
0,382,showermanns,"@Bulldogwgr so sad. I wonder how many of the shooters were NRA members, ya know, the ""terrorist"" organization responsible for gun violence",0.229166667,0.208333333,2,0.778187507
1,383,aaronmtrent,"A Weekend in Chicago: Where Gunfire Is a Terrifying Norm https://t.co/b5kzvnhAIN gut-wrenching video, stories humanize gun violence victims",0.229166667,0.333333333,2,0.494015464
0,384,allamerican1987,"@kathleenmadigan 1,612 shooting victims in Chicago this year. And has one of the strictest gun laws in America. Criminals don't care. #truth",0.229166667,0.3125,2,0.603781502
1,385,kmurphyva,Shame on #Trump for perverting our 2nd Amendment &amp; promoting gun violence. @VAPolitical #HillaryForPresident,0.229166667,0.541666667,2,0.690888979
1,386,MDYangwe,Another sad day OrlandoShooting 50 dead. Reminder of gun control in the US. Th're 300m guns nearly one for every member of the population,0.229166667,0.145833333,2,0.918445068
0,387,AmbassadorUC7,"@realDonaldTrump Most Americans support gun control. Your position on this issue is moronic and, unless changed, will doom your candidacy.",0.229166667,0.5625,0,0.521688543
0,388,SOTWIFUNNY,@OccupyDemocrats #LGBT is waking up to your gun control bullshit https://t.co/AihnUr7x1v,0.229166667,0.4375,0,0.009059196
0,389,goober01013,"Another example of immigration and gun control,in Merkels ,Munick!!!Do you see this ,Killary,and Obummer??Agood guy with a gun ?????",0.229166667,0.416666667,1,0.3124265
0,390,claysmith48,@_icla_ me how does gun control prevent Isis. What stops people from hiding there guns? did you not pay attention in school or are you a,0.229166667,0.333333333,0,0.160332824
1,391,PDLassiter,The GOP wasted $7M trying to use #Benghazi to attack Hillary. But not one penny to investigate gun violence! https://t.co/OEjFbDDxvL,0.229166667,0.270833333,2,0.953144479
0,392,JenniferOxley1,@CNBC @CNBCopinion I think it's sad when over 90 percent of the country's people want Common Sense gun control and &amp; republicans refuse.,0.229166667,0.083333333,2,0.699432402
0,393,KarenShadowens,Chicago tops 700 homicides — with a month to go in violent 2016https://t.co/yDjbJXS5j7Those tough gun control laws aren't working so well,0.229166667,0.229166667,2,0.155416636
0,394,AlyssaTeamTrump,"Gun Control. Yes, it's that stupid. #2A #SecondAmendment #MAGA #TrumpPence16 #TrumpTrain #ProtectTheSecond https://t.co/2XDuQQ0WZP",0.229166667,0.541666667,3,0.356180296
0,395,Candyst3,Filibuster joke.there's laws against murder and that didn't stop the creep.yes we need more laws that we can't &amp; won't enforce #wasteoftime,0.229166667,0.4375,3,0.499936149
0,396,celtic_craig,@CNN gun control means shooting the person squarely in the face trying to disarm you. #survival,0.229166667,0.395833333,2,0.752301745
0,397,iam1albertan,@TheRealHarvo @RamTuffer @fletcher01 @SheilaGunnReid if you knew anything about our gun laws you'd know that they make no sense,0.229166667,0.458333333,0,0.718684655
0,398,Gabe_Cochran,"Liberals: ""Let's print stickers that say 'We love Muslims' and stick them on all body bags!"" That'll do...cause...stuff!"" Gun control",0.229166667,0.375,2,0.447798088
1,399,susan_twidle,Our leaders are letting us down &amp; DIE b/c that won't address gun control https://t.co/sEHJHvndEi,0.229166667,0.104166667,2,0.214379422
1,400,san_drink,No to #homophobia No to #violenceNo to all the bullshit some think they can pull because they have a gun#Orlando,0.229166667,0.479166667,2,0.553331847
1,401,lwsquared,@SpeakerRyan Americans slaughtered by gun violence are not a publicity stunt. America stands with @HouseDemocrats #NoBillNoBreak,0.25,0.6875,2,0.401039738
1,402,cohen_lab,"Senseless killing in LA, MN, &amp; TX. Will @NRA still insist on protecting second amendment rights? Is this what the founding fathers wanted?",0.25,0.270833333,2,0.364410955
0,403,wsummervil4,@SenPatRoberts Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1,0.25,0.395833333,2,0.721042287
0,404,wsummervil4,@RepDianeBlack Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1,0.25,0.395833333,0,0.254266455
1,405,elliewilhelm,"So exhausted by arguments against banning assault rifles. Yes, we must do more than tighten gun laws.  But start here! #Orlando #hatecrime",0.25,0.666666667,3,0.165036429
1,406,r_drinkhouse,Wishes gun control was about LOGIC not partisanship #shameonyouGOP 😔,0.25,0.291666667,2,0.039853762
0,407,starbabu1299,"@realDonaldTrump you don't support gun control, how do you propose to stop these twisted mass murders!!!",0.25,0.4375,2,0.765032198
1,408,TheAnderMind,And another 2 families lose their loved ones to gun violence in America. #uclashooting #notnormal @smartgunlaws,0.25,0.125,2,0.971987247
0,409,Resqudiver,"@KNX1070 This is the way to deflect away from the story.  Terrorist attack blame guns not terrorist, email hack blame trump &amp; Putin",0.25,0.583333333,2,0.70198438
0,410,smazz309,"Law and order is a TV show, it's not an answer to a nuanced question about community policing and gun violence. You can repeat it all u want",0.25,0.479166667,0,0.009072202
0,411,meghan_gaines,"Changing gun laws isn't gonna stop anything. If it's not guns, it'll be something else. Blame the person, not the object.",0.25,0.1875,2,0.930454799
0,412,wsummervil4,@ToddRokita Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1,0.25,0.395833333,2,0.105292796
0,413,jenfalv,"@thenation @repdonyoung Keep your ""thoughts and prayers"" for your NRA buddies--the American people want ACTION on gun violence!",0.25,0.666666667,1,0.880283324
0,414,wsummervil4,@RepReneeEllmers Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1,0.25,0.395833333,2,0.541529794
0,415,Thomas_rack,I find it mind blowing that people cannot find anything positive about the second amendment.,0.25,0.270833333,0,0.063058822
0,416,Morblodplez,@realDonaldTrump @FoxNews tragedy in #NiceFrance yet another sad platform 4 gun control 4 @BarackObama even tho a sick truck terror attack,0.25,0.270833333,2,0.291896129
0,417,wsummervil4,@SenatorHeitkamp Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1?,0.25,0.395833333,2,0.077928848
0,418,dakotastewart95,Terrorists attack America and Obama blames gun laws.....,0.25,0.125,2,0.810043701
1,419,t0tallyalex,"Been rolling my eyes for more than 48 hours because of opinions on politics, religion, guns, sexuality, race, guns, violence, guns, and guns",0.25,0.229166667,0,0.465467404
1,420,Lwilsoo6,"More violence, is less gun control really the answer? #donaldtrump hasn't got a clue.",0.25,0.291666667,2,0.886249278
0,421,wsummervil4,@RepTipton Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1?,0.25,0.395833333,2,0.381809477
0,422,celtic_craig,@BarackObama gun legislaton plays into the hands of foreign interests.  traitors should be convicted of treason and hanged.,0.25,0.416666667,1,0.765093319
0,423,patricktfran,@oreillyfactor @realDonaldTrump why didn't we hear any of this gun control crap after Paris?  This guy would've gotten a gun no matter what,0.25,0.416666667,2,0.664334326
1,424,chrisyoung1270,Heartbreaking!  The mother of one of the victims from Orlando speaking about gun violence. #loveconquershate #ImWithHer,0.25,0.395833333,3,0.110713372
0,425,wsummervil4,@RepKevinYoder Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1?,0.25,0.395833333,2,0.880907688
0,426,wsummervil4,@RepAndyHarrisMD Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1,0.25,0.395833333,2,0.065735168
0,427,1Spirit1Heart,@foxandfriends @TuckerCarlson NEVER let any Lib Rep get away saying Am people agree on gun control. That's BS 50+% DON'T!  Call them OUT!,0.25,0.604166667,2,0.454463546
0,428,wsummervil4,@MikeKellyPA Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1?,0.25,0.395833333,0,0.850826019
0,429,wsummervil4,@SenCapito Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1?,0.25,0.395833333,2,0.404078877
0,430,Americanpride4,I don't want to here anymore about Gun Control. Not unless we are now going to ban trucks! As you all can now see... https://t.co/6BRctiwkfJ,0.25,0.3125,0,0.980856151
0,431,BlkRobeRegiment,As usual #CNN Reporters =Bad at their job...Do a story on Chicago and their heave gun control laws. https://t.co/vOxqeA1UAP,0.25,0.395833333,2,0.712651218
1,432,Roxanne_Mashari,Trump talks about children brutally killed but will not support any move towards gun control in light of mass shootings? #debatenight,0.25,0.333333333,2,0.619846396
0,433,kristin_burton9,ISIS literally claimed responsibility for this horrific act of terror and people still have the nerve to call this a gun control problem,0.25,0.458333333,2,0.941429406
0,434,wsummervil4,@SenateMajLdr Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1?,0.25,0.395833333,2,0.026201756
1,435,tp1952beau,So tired of all the shootings everywhere; we need stronger gun control laws!,0.25,0.416666667,3,0.748969187
0,436,HicksDay2,Criminals do not abide by gun laws. Mexico has strict gun laws and how's that wrkng out? #stophillary #nra #Trump  https://t.co/W7P5SOe3Rd,0.25,0.354166667,2,0.749876061
0,437,wsummervil4,@RepMcCaul Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1?,0.25,0.395833333,2,0.657855303
0,438,wsummervil4,@SenBobCorker Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1?,0.25,0.395833333,2,0.458991265
0,439,Mix_Masterson,@BretBaier @POTUS Watch how he spins it in a politically correct manner blaming gun laws. Gun laws are not the problem. Isis ideology is!!!,0.25,0.5625,2,0.652872295
0,440,tknew22,Its time for #social justice....turn off the #nfl #MondayNightFootball remeber when they shoved that @BobCostasEyes gun control bullshit....,0.25,0.625,1,0.127525388
0,441,wsummervil4,@SenTomCotton Justify that rights to Life Liberty Pursuit of happiness of103 get obliterated by the second amendment rights of 1?,0.25,0.395833333,2,0.7141173
0,442,MScoastrat,@BarackObama was so quick to jump to gun control while in foreign land it makes you wander if he helped plan snipper attacks in Dallas!,0.25,0.375,2,0.392291488
1,443,1949JAG,Why oh why do Americans not understand that their gun deaths are caused by their gun laws &amp; their gun culture? I won' t go there again,0.25,0.291666667,2,0.584805715
1,444,ruth_tisher,".@senrobportman -- You voted NO on bipartisan, common-sense gun reforms. Ohio voters will remember this November. #OHSEN #DisarmHate",0.25,0.75,3,0.038571965
1,445,maraw,"They ""don't want to rush anything"" while people keep dying. House GOP indefinitely delays gun control votes https://t.co/lS2D00b9Fl",0.25,0.333333333,2,0.35518439
1,446,Allie_May_Jay,Anyone arguing against increased gun control in the US is batshit crazy. The world weeps for you.That's why #ImWithHer,0.25,0.458333333,2,0.086377426
0,447,gmcullup,The terrorist controlled the House Democrat's and everyone else that is calling for more gun control!,0.25,0.1875,0,0.720147367
0,448,fozzyandhenry,@timkaine I think what U meant 2 say is sorry I immediately blamed a gun instead of a knife carrying attacker. Maybe knives should b illegal,0.25,0.458333333,0,0.472992381
0,449,TheNewMinutemen,@Maggiemae_75 I'm sure @HillaryClinton will use this horrible incident as a way for gun control agenda.,0.25,0.375,3,0.005089299
0,450,StevenSlikkers,"great!...more gun violence to come, then. https://t.co/CWAkSRJsvl",0.25,0.104166667,2,0.526543274
0,451,big2cat,@DarkHallMansion @gofundme stop using this for political game.  I live in Chicago with super strict gun laws and murders are worse,0.25,0.354166667,2,0.08713817
0,452,vertexpd,Unbelievable!! @realDonaldTrump planting ideas into gun nuts. You can us the 2nd amendment to get rid of someone... https://t.co/hTKq42KiBU,0.25,0.395833333,2,0.978907757
1,453,rollet30,CDC isn’t banned from studying gun violence; it’s just too scared to do its job https://t.co/YzEMcrGSff,0.25,0.333333333,0,0.032492639
0,454,JoshStorms_,If you think the government is looking out for you by trying to establish more strict gun laws you are so gullible.,0.25,0.270833333,0,0.720747074
0,455,repobuyer,@foxandfriends gun control?? Give me a break if one of the victims had a gun lives would have been saved,0.25,0.4375,2,0.535649546
0,456,TrevorBurns29,"@ColeDonegan no matter what gun control laws they make psychos are going to have them anyways, whether it's illegal or not.",0.25,0.145833333,2,0.768452677
0,457,NillesDan,If Clinton wins we lose the second amendment. Then we lose everything. <hashtag> Make America Great Again <\hashtag>,0.25,0.4375,0,0.911670881
0,458,joergguenther,"Where is the executive order to end gun ownership?! Oh, the NRA funded your campaign! I forgot. @POTUS #WhatReallyMatters https://t.co/EygpWRVVGF",0.25,0.416666667,0,0.132942052
1,459,k_schaberl,"""Land of the free"" is crumbling when my little sister lies awake crying @ night w/ debilitating fear of our president elect &amp; gun violence.",0.25,0.208333333,2,0.205790623
0,460,weasel425,"@ShaunKing @NRA Felon carries ILLEGAL gun, plays factor in his death.  Arent we supposed 2 pivot 2 gun control, or am I doing liberal wrong?",0.25,0.458333333,2,0.396925288
1,461,CorryWestbrook,Trump should know too many unstable people shoot people to make jokes about gun violence. What is wrong with him???,0.25,0.479166667,2,0.052555695
0,462,majorr66,"If you advocate gun control, don't talk to me.",0.25,0.4375,0,0.559497776
0,463,tfpod,"@greta these terrorist,they hit the hardest gun law country because they can't defend themselves. USA wake up!!",0.25,0.479166667,3,0.462071766
1,464,hearhannahhagar,48 people were shot during yesterday’s 15-hour filibuster on gun control https://t.co/k9EcLwFaXq @voxdotcom #filibuster #fridayreads,0.25,0.3125,2,0.124829538
0,465,Cindystastycake,"@TheView Criminals will always find a way to get their weapons no matter what law is passed! Gun control will not stop a thing, wake up!",0.25,0.291666667,2,0.99787678
0,466,Semones2014,"@SenWarren Instead of punishing and restricting law abiding gun owners, how about appropriately punishing the perpetrators!",0.25,0.604166667,1,0.740438844
1,467,NotQiuteRight,Have some sense. People over the NRA.  Pass Gun Control Now.  #Senate #Congress #GunControl #GunControPlease #FucktheNRA #CitizensUnited,0.25,0.6875,3,0.758060071
1,468,alwaysbailee,"Every day, 91 Americans are killed by gun violence. @SenatorRounds, can you please pass common-sense gun laws?",0.25,0.5625,3,0.171882123
1,469,alwaysbailee,"Every day, 91 Americans are killed by gun violence. @SenJohnThune, can you please pass common-sense gun laws?",0.25,0.5625,1,0.670972847
0,470,myoceansunrise,"@HuffingtonPost If killers want guns, they'll get them no matter how much gun control there is, this was a HateCrime from an extremist.",0.25,0.291666667,2,0.556373021
1,471,christal_watts,My daughter lost a number of friends to gun violence by the time she was in her early 20s. It's devastating. #holdthefloor #filibuster,0.25,0.375,2,0.764258711
1,472,DEALERPOSTER,"@DwyaneWade Sorry for the senseless murder of your family member, we have to do something about gun control!",0.25,0.395833333,2,0.605091184
0,473,brendenah,How are we supposed to implement common sense gun laws when Congress won't even allow the CDC to study gun violence?,0.25,0.375,2,0.22949048
0,474,hipsterdionysus,@PolitiFact So 18-19 are children? I would like to know how many of these are killed in Chicago or other cities with strict gun control? 😁,0.25,0.229166667,2,0.357849692
0,475,soupnotsi,"@WalshFreedom Media last year: ""White America to blame""Media today: ""Shhhh..no ISIS ties. We need gun control!"" https://t.co/Oyga5h6fp1",0.25,0.375,0,0.599378956
0,476,transjectron,@USCongress If you want a civil war keep up gun control. A distraction from failed control of Isis. We don't trust you.,0.25,0.354166667,2,0.653857315
1,477,TheCuratedManse,NYTimes: Donald Trump’s ‘Second Amendment’ Comment Was Part of a Pattern #LockHimUp #Unfit #GodForbidItHappens  https://t.co/0VkoL6FBT4,0.25,0.395833333,0,0.000182809
0,478,JOSEPHDMYERS,Chicago is NOT good example of working Gun Control! Law Only recently banned guns.Did they confiscate all the guns already on the streets?,0.25,0.4375,2,0.904707426
1,479,DavidFeldman,I think it's preposterous that we don't have common-sense gun laws and an assault weapons ban.  https://t.co/E0nTWGwU7e,0.25,0.333333333,1,0.781674331
1,480,BellgoddessBY,"@shondarhimes If we can't get gun control after a bunch of 1st graders gets killed, we'll never get. Even after the victims are now cops.",0.25,0.25,2,0.858375534
1,481,PrincessClur,I am devastated to see so much hate and violence in my country. Prayers to the LGBT community and all victims of gun violence. #Orlando,0.270833333,0.1875,3,0.639587732
1,482,jamaladowner,@NPR it's about time.  Congress should be ashamed for not taking any real action on gun control earlier.,0.270833333,0.583333333,0,0.41089029
0,483,PabloGo19091159,@HillaryClinton @JoeBiden R u ever going to address terroism in our country or just gun violence?  The 9-11 Islamic terroism didn't use guns,0.270833333,0.479166667,2,0.772326629
0,484,f14flyboy,@Tampa_Live @10NewsWTSP yeh Mr I want gun control and makes millions in movies using gun...,0.270833333,0.416666667,0,0.052333409
0,485,barchief1,@CW_Arrow an hour long gun control PSA.... very disappointing.,0.270833333,0.208333333,0,0.852604076
1,486,HicksLeo,"The Do Nothing Policy: Gun Violence in America: A moment of silence, that’s all they did. In the latest incid... https://t.co/xSV2Tfxbf8",0.270833333,0.1875,2,0.35427563
0,487,BigEvilSquirrel,Here's another problem with any gun control laws... Congress will exempt itself from it.,0.270833333,0.1875,0,0.388136158
0,488,ThulaniNkosi17,What's sad is that Americans won't learn from this #OrlandoShooting. Their stance on gun laws is primitive to say the least.,0.270833333,0.083333333,2,0.253449025
0,489,reajin1,@kitwilliamson @realDonaldTrump Really? What about Hillary and Obama trying to use this to push their gun control agenda?,0.270833333,0.5,0,0.991106909
0,490,mjk1908,@TheJuanWilliams stop blaming guns for killing people. People kill people not guns.,0.270833333,0.354166667,2,0.27686782
0,491,Justhll201Hall,"@KimKardashian How could this happen in a gun free zone though, just ask Chicago how their tough gun laws r doing!!",0.270833333,0.291666667,2,0.450929943
1,492,EmMcGlover,This is what we were coming to: the intersection of homophobia &amp; shamefully inadequate gun control.,0.270833333,0.1875,2,0.473770626
1,493,BeckstromBen,"For once, please, can we please just have a mourning period, let the bodies be buried, and then start fighting over petty gun politics? Cmon",0.270833333,0.395833333,2,0.372120991
0,494,TannerEggleston,@realDonaldTrump You keep claiming that @HillaryClinton is going to abolish the Second Amendment.  Can we please see your investments ...,0.270833333,0.520833333,0,0.109161911
0,495,YellEthan,Guns don't kill people kill people Im so tired of hearing about gun violence guns are not the problem !!!,0.270833333,0.229166667,2,0.287177158
1,496,elysehigley,Hey @marcorubio! DC is perfectly fine with our gun control laws. Leave locals alone. Florida voted for you-we didn't.,0.270833333,0.5625,0,0.164559199
0,497,joned48,Ya think there might be a conspiracy to advance gun control?  Go Tucker expose these nut-jobs we have in government positions. https://t.co/UOjBpcA7pV,0.270833333,0.604166667,2,0.381609143
0,498,katecallahan14,I love how there is NO mention of the strict gun laws in Chicago WTF?,0.270833333,0.270833333,2,0.077442407
0,499,C_Rod_65,"@cspan All this rhetoric about the gun violence from #SandyHook , #Pulse etc. We're still waiting for proof of the bodies! #SitIn",0.270833333,0.416666667,0,0.851478072
1,500,thefauxsterr,"I'm across the world, but my heart is still heavy with what's happening back home. This is not only gun violence, but a blatant hate crime.",0.270833333,0.1875,2,0.210483984
0,501,claysmith48,@_icla_ Not to mention no gun control law would have stopped the Orlando shooting. taking guns away solves nothing.,0.270833333,0.333333333,2,0.013204879
1,502,mkrigazio,"@KellyAyotte Guns Kill (and in your case, guns also buy a senate seat) praying for more gun violence this week, Kelly?",0.270833333,0.291666667,2,0.091798048
1,503,rainbowzinnias,"@TGowdySC You should spend time investigating how to stop gun violence that's killing us, not wasting $ on #Benghazi https://t.co/hh4PW3xWoP",0.270833333,0.625,2,0.800699481
1,504,MistiCrane,"And then this: Trump suggests Obama was involved with Orlando shooting, says gun control is pointless https://t.co/NQljUZJaU1",0.270833333,0.25,2,0.618206458
0,505,WashedupMXER,@pulpmx more gun talk on the show smh. What new law or legislation will get illegal guns out of criminal hands?  No one wants mass shootings,0.270833333,0.395833333,2,0.817856107
1,506,Miles_Ott,Learning about gun violence by making gifs with data from #gunviolencearchive  1308 gun deaths in the last 32 days is sickening. https://t.co/t4IzxpvKBO,0.270833333,0.208333333,2,0.511817658
1,507,hillkelsey7,"over heard some republicans talking about gun control and calling democrats ""whinny babies"". Sorry I care about the lost of innocent lives.",0.270833333,0.354166667,3,0.362947377
1,508,JulesJuley,Sadly nothing will change in USA so long as the 2nd amendment makes owning a gun a right and so easy to get https://t.co/g74ANO017r,0.270833333,0.104166667,2,0.763028322
0,509,simrjones,Sad times irrespective of gun control issues. #Seattle https://t.co/AZkpSfgNGC,0.270833333,0.0625,0,0.309615035
0,510,BlkRobeRegiment,Childish gun grab ‘sit-in’! - https://t.co/qJ0QUk1UGv :Democrats=Terrorists how will a legislation stop a terrorist or criminal @Democrats,0.270833333,0.3125,0,0.875926655
1,511,oscarAking,Did Trump mention 'racial profiling' as a strategy? Seriously? Is that better than gun control? Now the picture is becoming clearer. A fool.,0.270833333,0.333333333,2,0.63386647
0,512,Mr_Mathes,"Hillary- ""Dozens of toddlers are killed with guns every year. We need limits on second amendment. "" *Pro choice* ....?........",0.270833333,0.25,2,0.288261939
1,513,Catheri81098144,@CoryBooker HOW is this possible? How is gun violence NOT a priority? Let's change the conversation from crowd size to gun deaths. https://t.co/5EBFoodObH,0.270833333,0.5,1,0.840729616
0,514,MahieRevivor,@cenkuygur @TheWorldPost Hey the terrorist used a gun in a country where gun laws are very restrictive. Was this also a gun problem?,0.270833333,0.333333333,2,0.931947295
1,515,STzic,"This is very upsetting. But even after this, no gun control measures will be passed: https://t.co/7oWrxUe8ST",0.270833333,0.020833333,2,0.5486548
1,516,Shellyc29,No country is safe from gun violence and Germany even has gun control so what are we suppose to do? Sad world we live in. #PrayForGermany,0.270833333,0.083333333,2,0.86934363
0,517,mikeonthemic31,@CW6SanDiego @johncarrollcw6 California is a joke with its gun laws it's not helping but making things Worse,0.270833333,0.229166667,2,0.091534505
0,518,ColinRMinor,"Can't stand how immediately after a shooting, people want to talk about gun control. Can we focus on the people that died for one day?",0.270833333,0.354166667,3,0.435073796
1,519,feuermathdoc,@womzilla That's the scary part.  My stepfather is pro-guns and should care about the KKK but will always vote republican just for gun issue,0.270833333,0.354166667,0,0.235509822
0,520,MarkDes813,Gun control will not keep people from killing! Just like making drugs illegal does not stop people from doing them!!#guncontrol,0.270833333,0.229166667,2,0.614924065
1,521,carmen2u,Sad day gun violence once again on our children. Gun control laws must pass. God bless Christina's   Family and friends. #RIPChristina,0.270833333,0.291666667,2,0.670598463
0,522,dylretz,The horrific acts of the Orlando shooting are tragic and saddening but this was an act of terrorism not an issue of gun control,0.270833333,0.291666667,2,0.059636974
0,523,DonVaBeach,@meetthepress Gun control will solve nothing.  Gun free zones simply allow the crazies the slaughter the innocent.,0.270833333,0.3125,2,0.459375117
0,524,eric7flora,@FoxNews @REALStaceyDash   No one on no-fly list has ever been involved in gun violence?Also List is poorly maintained ask Congressman on it,0.270833333,0.333333333,2,0.594311431
0,525,__Mase_,Everyone talking about gun control and not realizing full blown war is at our doorstep now. #PrayForTheWorld,0.270833333,0.333333333,0,0.198086361
1,526,scottpressman,7 million and 2 year investigation for 4 dead in #BenghaziHearings .  What about the 1000's dead in needless gun violence #whereIsTreyNow,0.270833333,0.416666667,2,0.428206445
0,527,TravE1230,Dems w/Obama want to distract the terror attack into another gun control speech. More would have died but for one friendly gun inside!,0.270833333,0.291666667,3,0.965826129
0,528,castfromheaven,"Requiring admitting privileges for abortion clinics is ""burdensome"" but the 6 new California gun laws aren't burdensome for gun owners? BS!",0.270833333,0.4375,0,0.755030081
1,529,amanda_lee_b,"@realDonaldTrump kinda like watching 1000s get killed by gun violence, racism, &amp; hate but denying there's a problem. Sound like any1 u know?",0.270833333,0.416666667,2,0.866568629
1,530,susanschally,Of course civilians need assault weapons that fire 25 rounds in 2.5 sec said no policeman ever! #Charlesramsey #DNC common sense gun laws,0.270833333,0.458333333,3,0.116787908
1,531,COSProgressive,"More evidence that Congress doesn't have the interests of the citizens, only the interests of the gun lobby. Vote them out. #OrlandoHorror",0.270833333,0.6875,2,0.780957055
1,532,jdsanger1,"1 month since Orlando. Since then 2,700 Americans killed by gun violence R u part of the solution or problem? https://t.co/omK3dNFS8G",0.270833333,0.3125,2,0.582801173
1,533,mouthy_broad,"hey, #MarchForLife where you at on gun control? Are you pro guns in schools? Pro mentally ill with guns? Do tell. #marchoflies",0.270833333,0.479166667,2,0.447408199
0,534,wolv11,@jimjefferies if you don't like are gun laws leave,0.270833333,0.458333333,0,0.64434996
1,535,tp1952beau,Not again....these terrible shooting have to stop....we need to do a better job with gun control!,0.270833333,0.5,3,0.224867897
0,536,TheMattGage,"I love how #Liberals point to the UK abt. gun control, but the sec. they start voting for Ltd. govt. the UK is suddenly retarded",0.270833333,0.395833333,0,0.109513212
1,537,sue_doynm,Now the anti gun control ppl will say 'see ppl kill ppl' https://t.co/OQxZahWlp3,0.270833333,0.270833333,0,0.021488025
0,538,Sherry28876339,"Will France now call for more knife control. And American's need pressure cooker control. Box cutter control ect, WE NEED REDICALS OUT",0.270833333,0.520833333,0,0.864847567
0,539,JenniferOxley1,I think it's pretty sad when over 90 percent of the country's people want Common Sense gun control and the republicans refuse.,0.270833333,0.104166667,2,0.238705356
0,540,rcole96380,@Reuters reject Hillary. She will allow lawsuits on gun manufacturers for the actions of criminal third parties. That will kill gun industry,0.270833333,0.291666667,2,0.852453319
1,541,periwinkle902,"If bad people want guns, they'll find them. Taking our second amendment stops the people from protecting themselves. But there needs to be",0.270833333,0.291666667,0,0.386052086
1,542,michelle_gajda,"2,705 incidents of gun violence in US since 1/1/1793 killed every day More committed than ever to @MomsDemand b/c of #DeVosHearings @NRA https://t.co/asBhBPFsJr",0.270833333,0.479166667,2,0.075147424
1,543,sherondawinfrey,1 dead is unacceptable. 50 dead is just egregious. what will be enough to implement gun control in this country?? #Orlando,0.270833333,0.1875,2,0.625134884
1,544,mmcevoy_1,"If Trump so concerned w/ safety of Americans, someone should tell him 30k+ people die P.A. from gun violence, better ROI  #MuslimBan",0.270833333,0.375,2,0.028080609
0,545,soupnotsi,@JNxFL @WalshFreedom Are you aware that Chicago has some of the strictest gun laws in the nation? No free college is the problem? Really?,0.291666667,0.416666667,0,0.168223533
1,546,abveggie44,Gun violence in America has become an epidemic that needs to be addressed IMMEDIATELY. Get to work congress...NOW!!,0.291666667,0.75,3,0.748306714
0,547,jeremylvn,@msnbc someone gets shot every 2.8 hrs in Chicago dispite some of the harshest gun laws out there.  tell me again how strict laws stop crime,0.291666667,0.479166667,2,0.760665259
1,548,jchung02,Two years since my dad was taken away from gun violence. Put down your guns: https://t.co/SktfhEMeOB,0.291666667,0.354166667,3,0.354588109
0,549,sammyg1953,@repjohnlewis Sir-when are you going to realize it's the person or ideology that kills not the gun. Gun knife bomb - same results.,0.291666667,0.541666667,3,0.129271223
1,550,ConklinLiz,This will only stop if negligent gun owners are charged. Leaving a loaded gun untended is criminal. https://t.co/gpQdb7IttR,0.291666667,0.354166667,2,0.110312502
1,551,mca_29,@mca_29 so the only thing that stops a bad guy with a guy (after he's killed a minimum of around 10 people) is a good guy with a gunYeah..,0.291666667,0.354166667,2,0.881905509
0,552,Ravo1981,@realDonaldTrump when you get better gun laws. Would this tragedy have happened if the gun laws in the US were similar to the UK?,0.291666667,0.375,3,0.314459987
1,553,alan_haugabook,"Donald Trump evokes the Second Amendment ... and shoots himself in the foot, again.",0.291666667,0.25,2,0.963224999
0,554,MikeandDogToday,"Trump outlining all the gun violence in the US, and blaming illegal immigrants. 🤔",0.291666667,0.1875,0,0.589403322
0,555,whitegirlpaige,Harsher gun control will only leave us unarmed... What about the criminals who get them illegal?,0.291666667,0.208333333,2,0.181989277
0,556,tmbhmltn,@shookw @scottpetri then explain it to me. b/cus u seem 2 say its okay 4 cops 2b scared of that guys gun but no1 should be scared of ur gun,0.291666667,0.458333333,2,0.092918749
1,557,LouAVille502,@howardfineman If 50 is not enough is there any number of fatalities from one mass shooting that would lead him to review gun regulations,0.291666667,0.229166667,2,0.349441009
